job_id,job_title,company_name,industry,location,employment_type,experience_level,salary_min_usd,salary_max_usd,required_skills,languages_required,degree_required,posted_date,is_active,description
JOB00095,Loan Officer,Sathapana Limited,Banking/Finance,Kampong Thom,Part-time,Executive,2089,8365,"Project Management, Adobe Illustrator, Adobe Photoshop, Video Editing, Teamwork, Node.js","Khmer, English, French",Diploma,2025-10-31,True,We are seeking a talented Loan Officer to join Sathapana Limited. This position offers competitive salary and benefits in Banking/Finance.
JOB00096,Field Supervisor,Kampuchea Tela,Agriculture,Takeo,Internship,Executive,2945,7308,"Customer Service, Microsoft Office, Leadership, Java",English,Bachelor,2025-09-30,True,We are seeking a talented Field Supervisor to join Kampuchea Tela. This position offers competitive salary and benefits in Agriculture.
JOB00097,Fleet Coordinator,PassApp Taxi,Transportation,Kampong Cham,Internship,Entry Level,345,664,"Driving License, HTML/CSS, Teamwork, English","Khmer, English, Chinese",High School,2025-10-17,True,We are seeking a talented Fleet Coordinator to join PassApp Taxi. This position offers competitive salary and benefits in Transportation.
JOB00098,Project Coordinator,Oxfam Cambodia,NGO/Non-Profit,Battambang,Full-time,Executive,2167,8071,"React, SEO, Excel, Microsoft Office, SQL","Khmer, English, Chinese",Master,2025-09-11,True,We are seeking a talented Project Coordinator to join Oxfam Cambodia. This position offers competitive salary and benefits in NGO/Non-Profit.
JOB00099,Video Editor,MYTV,Media/Advertising,Siem Reap,Full-time,Executive,3260,5043,"Communication, Excel, Driving License, Node.js, Project Management","Khmer, English",Bachelor,2025-11-24,True,We are seeking a talented Video Editor to join MYTV. This position offers competitive salary and benefits in Media/Advertising.
JOB00100,Production Manager,Bright Sky (Cambodia) Apparel,Manufacturing,Kampong Speu,Full-time,Executive,2128,5908,"Excel, Project Management, Driving License, Python","Khmer, English, French",Bachelor,2025-11-09,False,We are seeking a talented Production Manager to join Bright Sky (Cambodia) Apparel. This position offers competitive salary and benefits in Manufacturing.
JOB00101,Admin Assistant,World Vision Cambodia,NGO/Non-Profit,Siem Reap,Full-time,Entry Level,284,869,"Chinese, JavaScript, Digital Marketing, Customer Service, Accounting, Microsoft Office",Khmer,Bachelor,2025-08-31,True,We are seeking a talented Admin Assistant to join World Vision Cambodia. This position offers competitive salary and benefits in NGO/Non-Profit.
JOB00102,Delivery Driver,sabay.com,E-commerce,Kampong Thom,Part-time,Entry Level,347,1095,"Social Media, SEO, Accounting",English,None,2025-10-09,True,We are seeking a talented Delivery Driver to join sabay.com. This position offers competitive salary and benefits in E-commerce.
JOB00103,Graphic Designer,Khmer Times,Media/Advertising,Battambang,Full-time,Executive,2075,7403,"SQL, Digital Marketing, Data Analysis, Video Editing","Khmer, English, French",Master,2025-11-07,True,We are seeking a talented Graphic Designer to join Khmer Times. This position offers competitive salary and benefits in Media/Advertising.
JOB00104,Content Writer,MYTV,Media/Advertising,Kampong Thom,Contract,Senior,1365,2695,"Adobe Photoshop, Driving License, Video Editing",English,Master,2025-10-27,True,We are seeking a talented Content Writer to join MYTV. This position offers competitive salary and benefits in Media/Advertising.
JOB00105,School Administrator,International School of Phnom Penh,Education,Kampong Cham,Full-time,Senior,1946,4626,"HTML/CSS, Communication, Data Analysis, Photography, French, Time Management","Khmer, English, Chinese",Bachelor,2025-11-26,True,We are seeking a talented School Administrator to join International School of Phnom Penh. This position offers competitive salary and benefits in Education.
JOB00106,Customer Support Specialist,WownowKh,E-commerce,Takeo,Part-time,Senior,1456,4968,"Social Media, Teamwork, JavaScript, Adobe Photoshop, Driving License, Accounting","Khmer, English, French",Master,2025-11-04,True,We are seeking a talented Customer Support Specialist to join WownowKh. This position offers competitive salary and benefits in E-commerce.
JOB00107,Housekeeper,Osmose Cambodia,Hospitality/Tourism,Kampong Chhnang,Internship,Mid Level,431,1492,"Microsoft Office, PHP, Problem Solving","Khmer, English, Chinese",Bachelor,2025-10-21,False,We are seeking a talented Housekeeper to join Osmose Cambodia. This position offers competitive salary and benefits in Hospitality/Tourism.
JOB00108,Mobile App Developer,SmallWorld,IT/Software,Kampong Speu,Full-time,Executive,2759,8047,"Adobe Photoshop, Video Editing, Digital Marketing, Time Management","Khmer, English",High School,2025-12-06,True,We are seeking a talented Mobile App Developer to join SmallWorld. This position offers competitive salary and benefits in IT/Software.
JOB00109,School Administrator,Western International School,Education,Kampong Speu,Part-time,Entry Level,217,766,"French, Customer Service, Node.js, Microsoft Office, PHP",English,Diploma,2025-08-16,True,We are seeking a talented School Administrator to join Western International School. This position offers competitive salary and benefits in Education.
JOB00110,Housekeeper,Tara Boat,Hospitality/Tourism,Kampong Cham,Contract,Entry Level,290,1055,"Accounting, Adobe Photoshop, Teamwork, Node.js","Khmer, English",Diploma,2025-11-09,True,We are seeking a talented Housekeeper to join Tara Boat. This position offers competitive salary and benefits in Hospitality/Tourism.
JOB00111,QA Engineer,Cambodian Tech Solutions,IT/Software,Sihanoukville,Full-time,Senior,1478,4759,"Data Analysis, Video Editing, Chinese","Khmer, English, French",Master,2025-09-02,True,We are seeking a talented QA Engineer to join Cambodian Tech Solutions. This position offers competitive salary and benefits in IT/Software.
JOB00112,Agronomist,Soma Group,Agriculture,Kampong Speu,Internship,Mid Level,724,1351,"Microsoft Office, Accounting, Driving License, Java, Node.js","Khmer, English, French",Diploma,2025-11-01,True,We are seeking a talented Agronomist to join Soma Group. This position offers competitive salary and benefits in Agriculture.
JOB00113,Bank Teller,Maybank Cambodia,Banking/Finance,Kampong Cham,Full-time,Senior,1970,4625,"Customer Service, Time Management, Microsoft Office, Data Analysis, HTML/CSS","Khmer, English, French",None,2025-11-18,False,We are seeking a talented Bank Teller to join Maybank Cambodia. This position offers competitive salary and benefits in Banking/Finance.
JOB00114,Property Manager,Borey Peng Huoth,Real Estate,Phnom Penh,Full-time,Senior,1862,4808,"SQL, Leadership, Communication","Khmer, English, French",Master,2025-09-21,True,We are seeking a talented Property Manager to join Borey Peng Huoth. This position offers competitive salary and benefits in Real Estate.
JOB00115,Academic Coordinator,International School of Phnom Penh,Education,Kampong Speu,Part-time,Senior,1657,3737,"Data Analysis, Teamwork, SQL, Social Media, JavaScript, HTML/CSS",English,Master,2025-10-09,True,We are seeking a talented Academic Coordinator to join International School of Phnom Penh. This position offers competitive salary and benefits in Education.
JOB00116,Line Leader,Worldbridge Garment Manufacturing,Manufacturing,Kampong Thom,Internship,Mid Level,720,1853,"Adobe Photoshop, React, Digital Marketing, Problem Solving",English,High School,2025-11-05,True,We are seeking a talented Line Leader to join Worldbridge Garment Manufacturing. This position offers competitive salary and benefits in Manufacturing.
JOB00117,Production Supervisor,Sabrina (Cambodia) Garment Manufacturing,Manufacturing,Kampong Chhnang,Internship,Entry Level,224,893,"PowerPoint, Digital Marketing, Customer Service, French","Khmer, English, French",Master,2025-10-07,True,We are seeking a talented Production Supervisor to join Sabrina (Cambodia) Garment Manufacturing. This position offers competitive salary and benefits in Manufacturing.
JOB00118,English Teacher,Royal University of Phnom Penh,Education,Battambang,Part-time,Executive,3035,8745,"Java, Project Management, French, Chinese, Python",Khmer,Master,2025-11-22,True,We are seeking a talented English Teacher to join Royal University of Phnom Penh. This position offers competitive salary and benefits in Education.
JOB00119,Dispatcher,Sorya Transport,Transportation,Phnom Penh,Part-time,Senior,1046,4140,"Project Management, PHP, Adobe Illustrator, English, Time Management","Khmer, English, French",None,2025-09-22,True,We are seeking a talented Dispatcher to join Sorya Transport. This position offers competitive salary and benefits in Transportation.
JOB00120,Branch Manager,Canadia Bank,Banking/Finance,Prey Veng,Contract,Senior,1813,3888,"Customer Service, Video Editing, SQL, Microsoft Office","Khmer, English, Chinese",Master,2025-10-04,True,We are seeking a talented Branch Manager to join Canadia Bank. This position offers competitive salary and benefits in Banking/Finance.
JOB00121,Loan Officer,Sathapana Limited,Banking/Finance,Sihanoukville,Internship,Senior,1953,3804,"SEO, French, Data Analysis, Chinese, JavaScript","Khmer, English, Chinese",Bachelor,2025-09-14,True,We are seeking a talented Loan Officer to join Sathapana Limited. This position offers competitive salary and benefits in Banking/Finance.
JOB00122,Finance Officer,Save the Children Cambodia,NGO/Non-Profit,Kampong Cham,Part-time,Entry Level,302,985,"Chinese, PowerPoint, Adobe Illustrator","Khmer, English",None,2025-11-08,True,We are seeking a talented Finance Officer to join Save the Children Cambodia. This position offers competitive salary and benefits in NGO/Non-Profit.
JOB00123,Real Estate Agent,Urban Living Solutions,Real Estate,Kampong Thom,Internship,Mid Level,419,2103,"Photography, Communication, Chinese, Java","Khmer, English",PhD,2025-11-13,False,We are seeking a talented Real Estate Agent to join Urban Living Solutions. This position offers competitive salary and benefits in Real Estate.
JOB00124,Digital Marketing Specialist,WownowKh,E-commerce,Kampong Speu,Contract,Executive,2642,6418,"Leadership, Chinese, Customer Service, Problem Solving, Time Management","Khmer, English, French",Bachelor,2025-11-11,True,We are seeking a talented Digital Marketing Specialist to join WownowKh. This position offers competitive salary and benefits in E-commerce.
JOB00125,Marketing Manager,CNC (Cambodian News Channel),Media/Advertising,Kampong Speu,Contract,Mid Level,900,1849,"Project Management, Node.js, Adobe Illustrator, Video Editing, Social Media","Khmer, English",Bachelor,2025-12-04,True,We are seeking a talented Marketing Manager to join CNC (Cambodian News Channel). This position offers competitive salary and benefits in Media/Advertising.
JOB00126,Fleet Coordinator,PassApp Taxi,Transportation,Kampong Speu,Part-time,Executive,3343,7100,"Time Management, Microsoft Office, React, Problem Solving","Khmer, English",High School,2025-09-15,False,We are seeking a talented Fleet Coordinator to join PassApp Taxi. This position offers competitive salary and benefits in Transportation.
JOB00127,Quality Control Inspector,Coca-Cola Cambodia,Manufacturing,Kampong Thom,Internship,Entry Level,175,923,"Microsoft Office, Python, PowerPoint",English,None,2025-08-12,True,We are seeking a talented Quality Control Inspector to join Coca-Cola Cambodia. This position offers competitive salary and benefits in Manufacturing.
JOB00128,Math Teacher,International School of Phnom Penh,Education,Phnom Penh,Full-time,Senior,1328,3669,"SQL, Accounting, Photography, Video Editing",English,Diploma,2025-08-12,True,We are seeking a talented Math Teacher to join International School of Phnom Penh. This position offers competitive salary and benefits in Education.
JOB00129,IT Support Specialist,Smart Axiata,IT/Software,Kampong Cham,Internship,Entry Level,387,843,"Microsoft Office, Driving License, Leadership, Teamwork, French, React",Khmer,Bachelor,2025-11-19,True,We are seeking a talented IT Support Specialist to join Smart Axiata. This position offers competitive salary and benefits in IT/Software.
JOB00130,Quantity Surveyor,CITIC Construction,Construction,Kampong Cham,Part-time,Mid Level,414,1890,"Video Editing, Driving License, Digital Marketing, HTML/CSS",English,None,2025-11-27,True,We are seeking a talented Quantity Surveyor to join CITIC Construction. This position offers competitive salary and benefits in Construction.
JOB00131,Auditor,Hattha Bank,Banking/Finance,Takeo,Part-time,Mid Level,406,1734,"Time Management, Chinese, PowerPoint, Excel, Project Management, Adobe Photoshop","Khmer, English, French",High School,2025-11-06,True,We are seeking a talented Auditor to join Hattha Bank. This position offers competitive salary and benefits in Banking/Finance.
JOB00132,Driver,Giant Ibis Transport,Transportation,Sihanoukville,Internship,Entry Level,269,814,"Node.js, Project Management, Adobe Photoshop, Teamwork, Microsoft Office",English,Diploma,2025-10-12,False,We are seeking a talented Driver to join Giant Ibis Transport. This position offers competitive salary and benefits in Transportation.
JOB00133,Delivery Driver,Komnit Store,E-commerce,Battambang,Full-time,Executive,3100,6789,"Adobe Photoshop, SQL, Khmer, Project Management, Java, JavaScript","Khmer, English, French",PhD,2025-11-14,False,We are seeking a talented Delivery Driver to join Komnit Store. This position offers competitive salary and benefits in E-commerce.
